,MJD,V,E_V,CHI2,FILENAME,SNR,EXPTIME,AIRMASS,WAVE_CAL,BARYCOR,RVEPOCH,ACCEPT,MASK
799,59102.74493392342,312.226,,2542.721,Sun_200910.1106.fits,442,93.127,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
800,59102.74670473461,141.396,,2514.34,Sun_200910.1107.fits,442,92.695,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
801,59102.74835190389,115.749,,2532.375,Sun_200910.1108.fits,442,93.017,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
802,59102.75156979235,162.776,,2523.533,Sun_200910.1111.fits,442,92.787,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
803,59102.75321836377,174.398,,2518.023,Sun_200910.1112.fits,440,92.214,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
804,59102.75487202979,112.54,,2493.598,Sun_200910.1113.fits,440,92.244,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
805,59102.75653629671,143.141,,2505.848,Sun_200910.1114.fits,440,91.972,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
806,59102.75818859357,90.494,,2505.848,Sun_200910.1115.fits,440,91.684,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
807,59102.7598329756,108.478,,2511.707,Sun_200910.1116.fits,441,92.487,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
808,59102.76148471175,155.594,,2481.03,Sun_200910.1117.fits,441,92.617,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
809,59102.76312910864,299.605,,2475.679,Sun_200910.1118.fits,438,92.059,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
810,59102.76478183109,110.237,,2502.016,Sun_200910.1119.fits,439,93.005,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
811,59102.76644805146,388.076,11.998,2458.409,Sun_200910.1120.fits,437,92.13,1.0000000019703,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
812,59102.76808232985,9.727,,2466.038,Sun_200910.1121.fits,437,91.404,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
813,59102.769724958,149.449,,2504.117,Sun_200910.1122.fits,437,92.21,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
814,59102.77137403358,93.851,,2495.599,Sun_200910.1123.fits,437,91.865,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
815,59102.77452679288,253.704,,2466.061,Sun_200910.1126.fits,437,91.119,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
816,59102.77615712683,189.85,,2464.38,Sun_200910.1127.fits,439,91.497,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
817,59102.77777659813,129.87,,2462.015,Sun_200910.1128.fits,435,90.77,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
818,59102.77939609084,94.928,,2454.681,Sun_200910.1129.fits,436,90.285,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
819,59102.78101831293,336.784,,2502.726,Sun_200910.1130.fits,435,90.676,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
820,59102.7826299653,81.374,,2472.386,Sun_200910.1131.fits,434,90.333,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
821,59102.78423557489,461.746,14.341,2489.34,Sun_200910.1132.fits,436,90.793,1.0000000019703,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
822,59102.78586266896,107.091,,2464.024,Sun_200910.1133.fits,435,91.058,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
823,59102.78760370739,142.641,,2494.192,Sun_200910.1134.fits,434,91.174,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
824,59102.78923746123,309.166,,2472.261,Sun_200910.1135.fits,435,91.813,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
825,59102.79086244475,54.049,,2437.117,Sun_200910.1136.fits,431,90.592,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
826,59102.79247154227,289.668,,2455.012,Sun_200910.1137.fits,432,90.968,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
827,59102.79413541206,105.809,,2427.643,Sun_200910.1138.fits,433,91.555,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
828,59102.79731191404,119.388,,2449.262,Sun_200910.1141.fits,432,91.701,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
829,59102.79893200918,85.124,,2452.882,Sun_200910.1142.fits,433,91.842,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
830,59102.80059140552,93.735,,2470.578,Sun_200910.1143.fits,430,92.119,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
831,59102.80241032491,91.134,,2453.564,Sun_200910.1144.fits,431,92.562,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
832,59102.80567345205,67.007,,2444.574,Sun_200910.1146.fits,430,92.799,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
833,59102.80731610129,110.68,,2414.874,Sun_200910.1147.fits,430,93.377,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
834,59102.80897532712,332.274,,2425.298,Sun_200910.1148.fits,429,93.495,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
835,59102.81063552343,115.281,,2443.679,Sun_200910.1149.fits,429,94.394,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
836,59102.81230085486,397.559,,2419.415,Sun_200910.1150.fits,426,94.17,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
837,59102.81414640355,152.101,,2437.296,Sun_200910.1151.fits,430,94.753,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
838,59102.81582023933,205.163,,2384.066,Sun_200910.1152.fits,428,93.942,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
839,59102.81749268829,314.502,,2410.68,Sun_200910.1153.fits,426,94.657,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
840,59102.82069774631,300.516,,2363.708,Sun_200910.1156.fits,427,94.215,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
841,59102.82235648073,123.746,,2388.891,Sun_200910.1157.fits,426,94.407,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
842,59102.82437992794,10829.388,14.068,2259.934,Sun_200910.1158.fits,426,130.143,1.0000000019703,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
843,59102.82606890221,181.582,,2378.704,Sun_200910.1159.fits,428,91.503,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
844,59102.82769780095,90.499,,2363.381,Sun_200910.1160.fits,423,91.419,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
845,59102.82949665923,453.686,14.356,2368.579,Sun_200910.1161.fits,424,91.608,1.0000000019703,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
846,59102.83112413526,110.579,,2377.09,Sun_200910.1162.fits,424,90.784,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
847,59102.83274665638,118.463,,2380.318,Sun_200910.1163.fits,424,90.518,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
848,59102.83435079447,307.307,,2357.733,Sun_200910.1164.fits,422,89.804,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
849,59102.8360808693,63.825,,2351.945,Sun_200910.1165.fits,424,109.296,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
850,59102.83781272257,279.164,,2336.997,Sun_200910.1166.fits,422,89.769,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
851,59102.83943240946,92.909,,2333.994,Sun_200910.1167.fits,422,90.242,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
852,59102.8410588721,143.708,,2314.055,Sun_200910.1168.fits,421,89.769,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
853,59102.84419379078,130.508,,2345.338,Sun_200910.1171.fits,419,89.917,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
854,59102.84580495603,247.576,,2340.927,Sun_200910.1172.fits,421,90.734,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
855,59102.84743470591,120.987,,2353.639,Sun_200910.1173.fits,420,91.634,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
856,59102.84907515634,89.336,,2343.662,Sun_200910.1174.fits,417,91.639,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
857,59102.85070114578,357.702,,2327.27,Sun_200910.1175.fits,418,91.934,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
858,59102.85234588564,86.849,,2322.326,Sun_200910.1176.fits,418,91.119,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
859,59102.85416386394,272.501,,2299.798,Sun_200910.1177.fits,417,91.206,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
860,59102.85579458893,115.408,,2310.783,Sun_200910.1178.fits,419,91.267,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
861,59102.85742699457,360.577,,2298.622,Sun_200910.1179.fits,416,90.499,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
862,59102.85905524766,50.838,,2312.583,Sun_200910.1180.fits,414,90.414,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
863,59102.86067966535,416.885,,2293.154,Sun_200910.1181.fits,414,90.547,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
864,59102.86232393947,303.801,,2293.707,Sun_200910.1182.fits,416,91.868,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
865,59102.86394944639,18.105,,2297.303,Sun_200910.1183.fits,413,91.481,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
866,59102.86714407665,8.923,,2284.132,Sun_200910.1186.fits,413,90.533,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
867,59102.86875196938,123.989,,2287.848,Sun_200910.1187.fits,413,90.58,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
868,59102.87035592846,125.49,,2264.805,Sun_200910.1188.fits,411,90.051,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
869,59102.87198463694,99.729,,2280.029,Sun_200910.1189.fits,412,90.158,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
870,59102.87361261754,210.523,,2232.982,Sun_200910.1190.fits,411,89.465,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
871,59102.87535557724,332.02,,2252.607,Sun_200910.1191.fits,412,90.307,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
872,59102.87699073221,117.255,,2244.684,Sun_200910.1192.fits,409,89.481,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
873,59102.87859984408,224.47,,2227.393,Sun_200910.1193.fits,409,89.253,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
874,59102.88023780992,97.292,,2236.975,Sun_200910.1194.fits,409,90.022,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
875,59102.8818536258,140.7,,2234.561,Sun_200910.1195.fits,410,89.818,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
876,59102.88347058216,286.665,,2231.641,Sun_200910.1196.fits,409,89.953,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
877,59102.88508618662,68.246,,2219.834,Sun_200910.1197.fits,407,89.613,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
878,59102.88671282785,161.578,,2194.069,Sun_200910.1198.fits,407,89.801,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
879,59102.88987942031,88.948,,2217.693,Sun_200910.1201.fits,407,90.892,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
880,59102.89151261468,403.1,,2245.35,Sun_200910.1202.fits,404,91.317,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
881,59102.89314896548,115.032,,2170.498,Sun_200910.1203.fits,403,90.746,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
882,59102.89478942968,308.691,,2215.634,Sun_200910.1204.fits,403,91.366,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
883,59102.89643144788,218.768,,2205.766,Sun_200910.1205.fits,404,91.495,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
884,59102.89806602347,231.661,,2182.775,Sun_200910.1206.fits,401,91.275,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
885,59102.89968456823,285.95,,2175.7,Sun_200910.1207.fits,402,91.337,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
886,59102.90131832745,-21.747,,2196.953,Sun_200910.1208.fits,401,91.695,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
887,59102.90298493858,8.294,,2184.988,Sun_200910.1209.fits,400,92.111,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
888,59102.90463758514,96.129,,2164.513,Sun_200910.1210.fits,402,92.068,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
889,59102.90628032792,29.582,,2167.896,Sun_200910.1211.fits,400,92.679,1.0000000019703,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
890,59103.65909909443,856.502,19.127,1190.437,Sun_200911.1062.fits,304,600.003,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
891,59103.66652521062,781.897,14.254,1801.644,Sun_200911.1063.fits,370,600.004,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
892,59103.67420586143,1044.436,16.204,2451.24,Sun_200911.1064.fits,439,600.004,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
893,59103.68265278744,1264.426,12.88,2535.399,Sun_200911.1066.fits,447,600.004,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
894,59103.69028526247,1574.378,15.66,2629.804,Sun_200911.1067.fits,457,575.123,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
895,59103.69727229982,1714.568,12.796,2594.293,Sun_200911.1068.fits,457,519.964,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
896,59103.70443934442,1730.816,17.266,2630.704,Sun_200911.1070.fits,455,457.716,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
897,59103.7104771927,1718.226,12.844,2636.606,Sun_200911.1071.fits,455,466.436,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
898,59103.71688740312,1539.847,11.518,2648.987,Sun_200911.1072.fits,455,530.209,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
899,59103.72364034948,1384.63,10.365,2605.761,Sun_200911.1073.fits,454,503.365,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
900,59103.7310631986,1330.373,13.243,2639.187,Sun_200911.1075.fits,457,483.068,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
901,59103.73722725431,1236.693,12.354,2620.417,Sun_200911.1076.fits,455,445.798,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
902,59103.74315010384,1269.094,12.689,2617.506,Sun_200911.1077.fits,452,477.962,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
903,59103.75012379081,1223.014,12.5,2483.255,Sun_200911.1078.fits,444,600.004,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
904,59103.75890772045,1161.153,12.077,2397.791,Sun_200911.1080.fits,434,600.004,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
905,59103.76648822802,1164.705,11.989,2466.742,Sun_200911.1081.fits,439,600.005,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
906,59103.77407363568,1182.147,19.211,2239.571,Sun_200911.1082.fits,415,600.003,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
907,59103.78270235634,974.022,14.934,2515.26,Sun_200911.1084.fits,442,600.004,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
908,59103.79043189466,881.535,13.225,2592.821,Sun_200911.1085.fits,451,600.003,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
909,59103.79810685823,851.336,12.687,2648.194,Sun_200911.1086.fits,457,576.194,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
910,59103.80598899673,665.979,19.875,2652.453,Sun_200911.1088.fits,453,512.798,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
911,59103.81229689986,597.859,17.885,2637.384,Sun_200911.1089.fits,453,474.564,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
912,59103.81852166727,557.07,16.66,2609.134,Sun_200911.1090.fits,453,473.676,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
913,59103.82519182908,3722.873,12.393,2592.929,Sun_200911.1091.fits,453,529.535,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
914,59103.83252793131,243.516,,2614.766,Sun_200911.1093.fits,451,449.958,1.000000000038,ThAr,chromatic,5,False,ESPRESSO_G2.fits
915,59103.83869622375,644.656,19.407,2611.952,Sun_200911.1094.fits,452,543.574,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
916,59103.84655634731,774.786,14.047,1798.899,Sun_200911.1095.fits,373,600.005,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
917,59103.85400871954,946.197,15.635,2182.667,Sun_200911.1096.fits,408,600.005,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
918,59103.86247281928,967.731,10.889,2074.26,Sun_200911.1098.fits,399,600.003,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
919,59103.8701846463,857.257,15.525,1812.978,Sun_200911.1099.fits,375,600.004,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
920,59103.87780093312,1011.567,20.183,1483.879,Sun_200911.1100.fits,339,600.005,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
921,59103.886435502,761.289,15.173,1489.499,Sun_200911.1102.fits,340,600.003,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
922,59103.89399917423,638.272,28.213,1239.012,Sun_200911.1103.fits,307,600.003,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
923,59103.90246693211,803.375,17.241,1285.275,Sun_200911.1104.fits,315,600.004,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
924,59103.90959492907,750.041,30.71,1422.517,Sun_200911.1106.fits,332,600.003,1.000000000038,ThAr,chromatic,5,True,ESPRESSO_G2.fits
925,59104.65482788382,1662.714,15.101,1774.074,Sun_200912.1062.fits,373,600.004,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
926,59104.66237520584,1357.998,14.684,2243.571,Sun_200912.1063.fits,418,600.004,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
927,59104.67003785766,1342.848,14.428,2276.8,Sun_200912.1064.fits,422,600.003,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
928,59104.67876278624,1299.429,13.158,2524.889,Sun_200912.1066.fits,448,600.003,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
929,59104.68618030707,1223.922,18.228,2621.545,Sun_200912.1067.fits,455,552.906,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
930,59104.6930372589,1254.118,12.476,2654.074,Sun_200912.1068.fits,456,513.148,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
931,59104.70063265398,1255.205,12.5,2647.847,Sun_200912.1070.fits,454,513.118,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
932,59104.70745873886,1314.159,13.073,2660.452,Sun_200912.1071.fits,455,528.524,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
933,59104.7140096545,1444.126,14.379,2640.62,Sun_200912.1072.fits,455,486.92,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
934,59104.71999894513,1407.105,14.008,2664.212,Sun_200912.1073.fits,453,430.012,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
935,59104.72648586251,1286.464,12.819,2608.306,Sun_200912.1075.fits,454,420.315,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
936,59104.73181319489,1289.434,19.309,2605.598,Sun_200912.1076.fits,454,388.328,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
937,59104.73676618795,1253.697,12.513,2611.707,Sun_200912.1077.fits,452,361.668,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
938,59104.74141213651,1229.428,12.278,2596.967,Sun_200912.1078.fits,454,340.005,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
939,59104.74598707349,1166.264,11.643,2615.294,Sun_200912.1079.fits,452,324.744,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
940,59104.75140057484,1195.95,11.958,2608.441,Sun_200912.1081.fits,451,317.879,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
941,59104.75560158037,1249.334,18.732,2608.125,Sun_200912.1082.fits,452,295.776,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
942,59104.75965726768,1206.402,12.062,2623.433,Sun_200912.1083.fits,454,281.627,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
943,59104.76341675091,1113.397,16.717,2592.468,Sun_200912.1084.fits,450,265.538,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
944,59104.7669890361,1147.411,17.262,2612.887,Sun_200912.1085.fits,450,255.322,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
945,59104.7705385388,1119.431,16.828,2586.861,Sun_200912.1086.fits,452,244.089,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
946,59104.77497402037,1104.493,16.582,2618.107,Sun_200912.1088.fits,453,238.485,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
947,59104.77832296344,1173.182,11.786,2595.007,Sun_200912.1089.fits,451,240.517,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
948,59104.78167223569,1133.275,17.091,2591.547,Sun_200912.1090.fits,450,235.726,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
949,59104.78496142429,1119.577,16.887,2608.593,Sun_200912.1091.fits,450,233.769,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
950,59104.78826955098,1175.102,11.794,2620.665,Sun_200912.1092.fits,450,237.246,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
951,59104.79177416834,1042.424,15.686,2618.916,Sun_200912.1093.fits,451,238.739,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
952,59104.79521463846,1041.86,10.448,2604.828,Sun_200912.1094.fits,450,234.928,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
953,59104.79943618215,1031.375,15.569,2610.42,Sun_200912.1096.fits,449,231.077,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
954,59104.80299061401,989.263,9.918,2593.81,Sun_200912.1097.fits,451,248.322,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
955,59104.80650313384,1065.529,16.047,2609.27,Sun_200912.1098.fits,450,258.681,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
956,59104.8101334048,1010.622,15.198,2619.198,Sun_200912.1099.fits,450,261.706,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
957,59104.81372623202,916.131,13.823,2612.799,Sun_200912.1100.fits,450,239.966,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
958,59104.81726019151,935.457,14.082,2613.206,Sun_200912.1101.fits,451,248.107,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
959,59104.82184939249,1078.25,10.829,2598.898,Sun_200912.1103.fits,449,309.798,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
960,59104.82609895519,4782.205,14.419,2597.434,Sun_200912.1104.fits,449,261.338,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
961,59104.82957531769,1040.76,10.485,2584.859,Sun_200912.1105.fits,448,250.864,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
962,59104.83327043911,1055.157,10.612,2618.195,Sun_200912.1106.fits,448,258.78,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
963,59104.83704888564,1083.956,10.92,2620.094,Sun_200912.1107.fits,449,256.699,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
964,59104.84065601141,1018.261,15.402,2580.904,Sun_200912.1108.fits,448,260.89,1.0000000000015,ThAr,chromatic,5,True,ESPRESSO_G2.fits
965,59104.87089806578,210.424,,2610.298,Sun_200912.1112.fits,450,300.627,-999.9,ThAr,chromatic,5,False,ESPRESSO_G2.fits
966,59104.87485029836,433.257,13.091,2607.304,Sun_200912.1113.fits,449,275.44,-999.9,ThAr,chromatic,5,True,ESPRESSO_G2.fits
967,59104.87887665824,166.717,,2625.422,Sun_200912.1114.fits,450,313.666,-999.9,ThAr,chromatic,5,False,ESPRESSO_G2.fits
968,59104.88319645807,514.442,15.542,2589.032,Sun_200912.1115.fits,447,322.539,-999.9,ThAr,chromatic,5,True,ESPRESSO_G2.fits
969,59104.88765569845,178.965,,2609.124,Sun_200912.1116.fits,448,364.574,-999.9,ThAr,chromatic,5,False,ESPRESSO_G2.fits
970,59104.89415441795,277.81,,2617.719,Sun_200912.1118.fits,449,451.309,-999.9,ThAr,chromatic,5,False,ESPRESSO_G2.fits
971,59104.90007537002,721.446,10.917,2587.755,Sun_200912.1119.fits,448,440.599,-999.9,ThAr,chromatic,5,True,ESPRESSO_G2.fits
972,59104.90586592002,684.251,20.738,2592.296,Sun_200912.1120.fits,447,450.394,-999.9,ThAr,chromatic,5,True,ESPRESSO_G2.fits
973,59104.91071508247,787.736,14.484,1770.988,Sun_200912.1121.fits,370,600.003,-999.9,ThAr,chromatic,5,True,ESPRESSO_G2.fits
974,59105.65249856773,1372.323,13.813,2626.438,Sun_200913.1062.fits,451,105.762,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
975,59105.65431805725,1325.016,20.068,2566.756,Sun_200913.1063.fits,449,104.722,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
