,MJD,V,E_V,CHI2,FILENAME,SNR,EXPTIME,AIRMASS,WAVE_CAL,BARYCOR,RVEPOCH,ACCEPT,MASK
976,59105.65611140993,1374.942,13.897,2594.997,Sun_200913.1064.fits,449,104.739,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
977,59105.65791482382,1327.064,13.371,2614.43,Sun_200913.1065.fits,449,104.561,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
978,59105.65972184956,1286.419,12.938,2611.327,Sun_200913.1066.fits,452,105.482,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
979,59105.66154648906,1298.101,19.59,2643.093,Sun_200913.1067.fits,453,104.426,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
980,59105.6633691922,1194.769,12.061,2573.416,Sun_200913.1068.fits,450,103.585,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
981,59105.66515190378,1258.757,12.649,2602.794,Sun_200913.1069.fits,451,103.564,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
982,59105.66697404991,1211.673,12.232,2581.498,Sun_200913.1070.fits,449,103.204,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
983,59105.66874719386,1045.53,15.777,2578.436,Sun_200913.1071.fits,453,103.757,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
984,59105.6705240172,1190.696,12.032,2574.216,Sun_200913.1072.fits,451,102.645,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
985,59105.67229140799,1046.609,10.557,2581.173,Sun_200913.1073.fits,451,102.407,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
986,59105.67499830513,1163.401,11.735,2594.662,Sun_200913.1075.fits,448,102.046,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
987,59105.67675326661,1068.253,10.764,2589.71,Sun_200913.1076.fits,449,102.172,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
988,59105.67851030086,1095.057,11.057,2625.377,Sun_200913.1077.fits,450,101.041,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
989,59105.68027637458,1054.711,15.991,2609.924,Sun_200913.1078.fits,447,100.452,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
990,59105.68202456069,1113.494,16.86,2591.715,Sun_200913.1079.fits,451,100.326,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
991,59105.68377095993,1067.956,10.751,2604.475,Sun_200913.1080.fits,453,100.484,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
992,59105.68551403553,1173.883,11.864,2608.068,Sun_200913.1081.fits,448,99.439,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
993,59105.68724878271,1029.621,15.626,2558.875,Sun_200913.1082.fits,449,98.563,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
994,59105.68917748017,1109.346,16.792,2630.908,Sun_200913.1083.fits,451,98.617,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
995,59105.69089633427,1004.838,15.22,2609.071,Sun_200913.1084.fits,449,98.035,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
996,59105.69262906636,1196.44,12.002,2638.233,Sun_200913.1085.fits,453,99.439,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
997,59105.69438188874,1126.711,11.327,2601.351,Sun_200913.1086.fits,451,99.361,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
998,59105.69698875077,1255.704,12.71,2605.998,Sun_200913.1088.fits,450,98.091,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
999,59105.69873579436,1287.953,13.041,2587.649,Sun_200913.1089.fits,449,98.133,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1000,59105.70049451788,1306.58,13.286,2578.403,Sun_200913.1090.fits,447,97.724,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1001,59105.70223516146,1373.88,13.892,2572.058,Sun_200913.1091.fits,450,99.335,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1002,59105.70395949937,1413.036,14.303,2572.964,Sun_200913.1092.fits,448,99.248,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1003,59105.70569832766,1396.703,14.019,2601.525,Sun_200913.1093.fits,451,100.693,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1004,59105.70745424624,1491.132,11.239,2659.443,Sun_200913.1094.fits,452,100.476,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1005,59105.70920370338,1585.084,11.977,2616.802,Sun_200913.1095.fits,451,99.785,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1006,59105.71092766587,1604.146,16.25,2595.624,Sun_200913.1096.fits,449,98.307,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1007,59105.71265880694,1731.022,13.136,2587.575,Sun_200913.1097.fits,448,97.909,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1008,59105.71437572119,1674.855,12.729,2601.177,Sun_200913.1098.fits,450,96.945,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1009,59105.71606300687,1699.674,12.9,2591.697,Sun_200913.1099.fits,450,97.913,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1010,59105.71777697001,1736.543,13.196,2588.714,Sun_200913.1100.fits,448,97.106,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1011,59105.72041318823,1755.05,13.3,2588.124,Sun_200913.1102.fits,450,96.623,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1012,59105.72209866418,1648.018,12.519,2571.076,Sun_200913.1103.fits,449,95.56,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1013,59105.72379834409,1744.261,13.197,2599.114,Sun_200913.1104.fits,449,96.19,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1014,59105.72549008539,1488.395,11.266,2572.59,Sun_200913.1105.fits,450,96.129,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1015,59105.72718715694,1730.547,13.141,2547.029,Sun_200913.1106.fits,449,95.835,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1016,59105.72892416179,1520.948,11.556,2534.436,Sun_200913.1107.fits,447,95.42,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1017,59105.73068944001,1596.055,12.1,2569.577,Sun_200913.1108.fits,449,96.119,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1018,59105.73238828764,1549.581,15.742,2566.852,Sun_200913.1109.fits,446,94.808,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1019,59105.73578266762,1428.453,10.82,2578.675,Sun_200913.1111.fits,450,96.376,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1020,59105.73749837408,1300.177,13.103,2572.645,Sun_200913.1112.fits,451,96.636,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1021,59105.73920139283,1204.23,12.182,2565.972,Sun_200913.1113.fits,447,96.256,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1022,59105.74088614116,1339.006,13.551,2536.43,Sun_200913.1114.fits,448,95.78,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1023,59105.74348952978,1253.55,12.674,2548.535,Sun_200913.1116.fits,448,96.563,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1024,59105.74517205488,1264.992,19.177,2604.428,Sun_200913.1117.fits,448,96.46,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1025,59105.74700658229,1303.301,13.232,2555.832,Sun_200913.1118.fits,446,95.585,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1026,59105.74918190052,-955.021,14.512,2589.808,Sun_200913.1119.fits,447,196.639,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1027,59105.75182617419,2801.926,14.208,2549.864,Sun_200913.1120.fits,446,148.152,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1028,59105.75610104333,-1445.321,12.518,2635.748,Sun_200913.1121.fits,449,298.389,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1029,59105.75917958409,5407.493,13.714,2476.163,Sun_200913.1122.fits,447,347.777,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1030,59105.7627707693,1526.225,15.462,2579.355,Sun_200913.1123.fits,450,95.666,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1031,59105.76538651557,1636.626,12.391,2632.09,Sun_200913.1125.fits,449,95.962,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1032,59105.76708006005,1700.803,12.893,2604.333,Sun_200913.1126.fits,448,95.317,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1033,59105.77186942815,-105.855,,1.042,Sun_200913.1127.fits,9,600.004,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1034,59105.77776867843,2998.319,13.046,2551.438,Sun_200913.1128.fits,447,206.026,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1035,59105.77975595336,7230.314,13.737,2535.36,Sun_200913.1129.fits,448,120.178,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1036,59105.78156795455,-862.603,13.073,2674.813,Sun_200913.1130.fits,447,101.681,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1037,59105.78329522641,846.064,25.73,2547.045,Sun_200913.1131.fits,447,96.306,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1038,59105.78500129309,1580.007,12.025,2535.168,Sun_200913.1132.fits,447,99.794,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1039,59105.78777886783,1229.396,12.425,2561.296,Sun_200913.1134.fits,449,95.125,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1040,59105.78948469464,1322.331,13.368,2555.799,Sun_200913.1135.fits,447,95.145,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1041,59105.79125806405,129.072,,2593.158,Sun_200913.1136.fits,447,111.361,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1042,59105.79306802122,2602.586,13.222,2533.61,Sun_200913.1137.fits,448,99.031,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1043,59105.79479203454,996.28,15.131,2579.793,Sun_200913.1138.fits,450,95.785,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1044,59105.79646507679,1235.731,18.752,2575.769,Sun_200913.1139.fits,447,95.58,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1045,59105.800667357,77.532,,2600.917,Sun_200913.1140.fits,448,358.413,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1046,59105.80307381884,1385.47,14.059,2558.289,Sun_200913.1141.fits,449,99.077,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1047,59105.80479866473,1031.031,15.639,2574.487,Sun_200913.1142.fits,448,96.797,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1048,59105.80650590429,1042.828,10.583,2543.835,Sun_200913.1143.fits,447,96.739,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1049,59105.80830386704,1661.569,12.626,2550.69,Sun_200913.1144.fits,446,111.836,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1050,59105.81100260591,1245.107,12.604,2569.283,Sun_200913.1146.fits,447,98.644,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1051,59105.81272731063,1155.341,11.703,2569.192,Sun_200913.1147.fits,449,98.108,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1052,59105.8144618912,1127.466,11.431,2562.32,Sun_200913.1148.fits,447,97.614,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1053,59105.81615131436,1321.093,13.356,2605.636,Sun_200913.1149.fits,449,98.315,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1054,59105.81786449277,1194.618,12.088,2596.846,Sun_200913.1150.fits,449,97.986,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1055,59105.81965501092,275.843,,2604.116,Sun_200913.1151.fits,448,116.896,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1056,59105.82260313725,18983.199,13.577,2470.528,Sun_200913.1152.fits,449,294.624,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1057,59105.82844264981,-7201.408,35.191,425.164,Sun_200913.1153.fits,180,600.003,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1058,59105.83712222108,2545.328,925.588,0.939,Sun_200913.1155.fits,13,600.003,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1059,59105.84544356367,-11236.361,126.453,34.81,Sun_200913.1156.fits,58,600.003,1.0000000011083,ThAr,chromatic,5,True,ESPRESSO_G2.fits
1060,59105.85236244062,-820.864,1213.104,1.17,Sun_200913.1157.fits,9,600.003,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1061,59105.86104138202,-3548.443,1460.147,0.894,Sun_200913.1159.fits,9,600.003,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1062,59105.86863791372,2668.208,1444.872,1.718,Sun_200913.1160.fits,9,600.004,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1063,59105.87642216167,1729.493,1441.017,0.913,Sun_200913.1161.fits,9,600.003,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1064,59105.88497347308,3905.358,1898.343,0.701,Sun_200913.1163.fits,8,600.003,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1065,59105.89258587507,-81.087,,0.937,Sun_200913.1164.fits,7,600.003,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1066,59105.90048878858,-2691.529,2123.596,1.596,Sun_200913.1165.fits,9,600.004,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1067,59105.9086966593,4019.788,1907.564,1.447,Sun_200913.1167.fits,8,600.003,1.0000000011083,ThAr,chromatic,5,False,ESPRESSO_G2.fits
1068,59106.65338823811,3.758,,2562.866,Sun_200914.1065.fits,448,110.348,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1069,59106.6552400593,-370.259,11.221,2553.366,Sun_200914.1066.fits,448,110.387,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1070,59106.65708930427,24.968,,2595.463,Sun_200914.1067.fits,450,109.685,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1071,59106.65892834641,-381.012,11.507,2596.271,Sun_200914.1068.fits,450,109.593,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1072,59106.66075357339,29.541,,2557.352,Sun_200914.1069.fits,451,108.903,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1073,59106.66258192465,9.072,,2604.842,Sun_200914.1070.fits,451,108.568,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1074,59106.66440259154,-68.719,,2568.258,Sun_200914.1071.fits,450,107.378,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1075,59106.66623001743,-245.744,7.431,2573.703,Sun_200914.1072.fits,449,106.106,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1076,59106.66804076135,17.75,,2568.094,Sun_200914.1073.fits,448,105.609,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1077,59106.66982877308,-9.414,,2577.67,Sun_200914.1074.fits,450,105.452,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1078,59106.67160976217,-275.72,16.751,2597.829,Sun_200914.1075.fits,446,104.452,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1079,59106.67340288107,-105.036,,2570.82,Sun_200914.1076.fits,450,105.23,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1080,59106.67668449383,51.119,,2561.212,Sun_200914.1079.fits,449,103.292,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1081,59106.67844475732,24.739,,2576.373,Sun_200914.1080.fits,451,103.027,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1082,59106.6802047437,-85.754,,2576.563,Sun_200914.1081.fits,449,102.916,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1083,59106.6819647119,-175.642,,2590.914,Sun_200914.1082.fits,451,103.235,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1084,59106.68374083114,47.377,,2566.388,Sun_200914.1083.fits,450,103.323,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1085,59106.68549643859,-178.177,,2539.681,Sun_200914.1084.fits,449,102.796,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1086,59106.6872464051,-13.814,,2553.63,Sun_200914.1085.fits,448,101.739,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1087,59106.68906380303,-229.118,,2532.134,Sun_200914.1086.fits,448,100.598,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1088,59106.69079845111,76.495,,2579.915,Sun_200914.1087.fits,448,100.265,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1089,59106.69253743986,-243.921,,2597.621,Sun_200914.1088.fits,450,100.536,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1090,59106.69426747524,-23.0,,2574.005,Sun_200914.1089.fits,450,99.524,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1091,59106.69600038438,40.402,,2584.386,Sun_200914.1090.fits,448,98.676,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1092,59106.69924068624,57.98,,2555.525,Sun_200914.1093.fits,449,99.216,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1093,59106.70096096581,21.972,,2543.169,Sun_200914.1094.fits,447,98.628,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1094,59106.70265855743,24.779,,2547.769,Sun_200914.1095.fits,448,98.203,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1095,59106.70450621243,107.191,,2540.789,Sun_200914.1096.fits,448,97.576,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1096,59106.70620874078,82.75,,2556.713,Sun_200914.1097.fits,448,97.993,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1097,59106.70791365204,120.104,,2566.328,Sun_200914.1098.fits,448,97.665,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1098,59106.70961627023,101.031,,2522.382,Sun_200914.1099.fits,447,97.75,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1099,59106.71131416677,153.83,,2570.473,Sun_200914.1100.fits,445,97.568,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1100,59106.71299949619,81.235,,2565.341,Sun_200914.1101.fits,449,97.036,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1101,59106.71469924614,423.792,12.9,2565.574,Sun_200914.1102.fits,446,96.021,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1102,59106.71638116528,100.05,,2553.185,Sun_200914.1103.fits,448,96.903,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1103,59106.71823163614,4171.585,14.096,2523.72,Sun_200914.1104.fits,448,187.549,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1104,59106.71896775799,602.913,26.856,1191.035,Sun_200914.1107.fits,310,600.004,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1105,59106.75229177725,7095.699,15.087,2021.004,Sun_200914.1112.fits,398,600.004,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1106,59106.76002074117,-7337.878,16.609,1688.514,Sun_200914.1113.fits,352,600.004,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1107,59106.76244305186,-188.599,,2588.914,Sun_200914.1114.fits,445,182.205,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1108,59106.76417183936,-353.303,10.766,2548.211,Sun_200914.1115.fits,445,99.467,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1109,59106.7660773053,-1152.725,13.987,2593.484,Sun_200914.1116.fits,446,101.414,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1110,59106.77271325367,-7469.435,14.411,2280.115,Sun_200914.1119.fits,414,600.003,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1111,59106.77758982142,-28868.566,149.81,27.252,Sun_200914.1120.fits,51,600.004,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1112,59106.78721642124,-1861.083,2130.96,1.277,Sun_200914.1121.fits,7,600.004,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1113,59106.82280512179,-7682.76,34.92,430.916,Sun_200914.1125.fits,182,600.004,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1114,59106.8083992328,1898.276,16.313,1992.225,Sun_200914.1126.fits,397,600.003,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1115,59106.82052960184,21.961,,0.965,Sun_200914.1129.fits,6,600.003,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1116,59106.83527350473,1800.463,1317.61,0.97,Sun_200914.1131.fits,10,600.004,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1117,59106.84454674573,3435.241,2028.263,1.143,Sun_200914.1134.fits,7,600.004,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1118,59106.85288086455,2253.631,750.587,2.408,Sun_200914.1135.fits,15,600.004,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1119,59106.85690433274,4757.212,17.083,1518.352,Sun_200914.1136.fits,346,600.004,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1120,59106.86748047383,-9684.167,13.364,2688.568,Sun_200914.1139.fits,448,244.056,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1121,59106.86921617558,-483.945,9.787,2591.588,Sun_200914.1140.fits,448,96.865,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1122,59106.87091064191,112.36,,2568.483,Sun_200914.1141.fits,449,98.935,1.0000000000061,LFC+ThAr,chromatic,5,False,ESPRESSO_G2.fits
1123,59106.87259716172,-290.841,9.067,2436.721,Sun_200914.1142.fits,439,600.002,1.0000000000061,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1124,59108.65700166113,-1040.297,38.765,712.699,Sun_200916.1065.fits,448,162.327,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1125,59108.6594207679,-996.434,37.028,706.816,Sun_200916.1066.fits,452,160.525,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1126,59108.66183084721,-885.708,32.979,716.577,Sun_200916.1067.fits,449,159.54,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1127,59108.66420930234,-968.534,36.084,730.181,Sun_200916.1068.fits,452,155.468,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1128,59108.66653985413,-914.213,34.075,697.85,Sun_200916.1069.fits,450,152.3,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1129,59108.66884746316,-865.129,32.275,723.266,Sun_200916.1070.fits,450,151.046,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1130,59108.67113359961,-1118.183,33.431,705.608,Sun_200916.1071.fits,449,148.174,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1131,59108.67339187467,-1022.618,30.624,719.28,Sun_200916.1072.fits,449,146.434,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1132,59108.67561743304,-894.056,33.412,707.823,Sun_200916.1073.fits,449,144.061,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1133,59108.67933653528,-1049.195,39.246,708.491,Sun_200916.1076.fits,450,143.183,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1134,59108.68153262231,-1060.24,39.667,701.73,Sun_200916.1077.fits,450,141.73,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1135,59108.68371702515,-911.362,34.076,700.917,Sun_200916.1078.fits,450,140.919,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1136,59108.68587551876,-1013.161,30.352,701.288,Sun_200916.1079.fits,449,138.026,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1137,59108.68800740137,-964.002,28.945,709.4,Sun_200916.1080.fits,451,134.891,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1138,59108.69012952306,-1096.092,27.479,704.779,Sun_200916.1081.fits,448,134.449,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1139,59108.69223810059,-965.338,29.015,679.304,Sun_200916.1082.fits,449,133.225,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1140,59108.69435364247,-1053.107,31.578,708.289,Sun_200916.1083.fits,450,134.377,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1141,59108.6964457247,-1028.454,30.861,699.707,Sun_200916.1084.fits,451,133.315,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1142,59108.69854685527,-904.051,33.911,706.643,Sun_200916.1085.fits,450,133.888,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1143,59108.70215792504,-968.708,29.072,700.014,Sun_200916.1088.fits,450,132.305,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1144,59108.70425442191,-971.42,29.177,696.28,Sun_200916.1089.fits,451,131.653,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1145,59108.70637358997,-1064.91,26.626,705.106,Sun_200916.1090.fits,451,131.857,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1146,59108.70846903851,-1008.609,37.768,715.33,Sun_200916.1091.fits,450,132.076,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1147,59108.71053980214,-975.667,36.61,700.322,Sun_200916.1092.fits,449,129.596,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
