,Unnamed: 0,MJD,V,E_V,CHI2,FILENAME,SNR,EXPTIME,AIRMASS,WAVE_CAL,BARYCOR,RVEPOCH,ONEDSPEC
123,1018,59105.73238828764,1549.5810000000001,15.742,2566.8520000000003,Sun_200913.1109.fits,446,94.80799999999999,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1109.1ds.csv
124,1019,59105.73578266762,1428.453,10.82,2578.675,Sun_200913.1111.fits,450,96.376,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1111.1ds.csv
125,1020,59105.737498374074,1300.177,13.103,2572.645,Sun_200913.1112.fits,451,96.63600000000001,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1112.1ds.csv
126,1021,59105.739201392826,1204.23,12.182,2565.972,Sun_200913.1113.fits,447,96.256,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1113.1ds.csv
127,1022,59105.74088614116,1339.006,13.550999999999998,2536.43,Sun_200913.1114.fits,448,95.78,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1114.1ds.csv
128,1023,59105.74348952978,1253.55,12.674000000000001,2548.535,Sun_200913.1116.fits,448,96.56299999999999,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1116.1ds.csv
129,1024,59105.74517205487,1264.992,19.177,2604.428,Sun_200913.1117.fits,448,96.46,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1117.1ds.csv
130,1025,59105.747006582285,1303.3010000000002,13.232000000000001,2555.8320000000003,Sun_200913.1118.fits,446,95.585,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1118.1ds.csv
131,1026,59105.74918190053,-955.0210000000001,14.512,2589.808,Sun_200913.1119.fits,447,196.639,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1119.1ds.csv
132,1027,59105.751826174186,2801.926,14.208,2549.864,Sun_200913.1120.fits,446,148.15200000000002,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1120.1ds.csv
133,1028,59105.75610104332,-1445.3210000000001,12.517999999999999,2635.748,Sun_200913.1121.fits,449,298.389,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1121.1ds.csv
134,1029,59105.75917958409,5407.493,13.714,2476.163,Sun_200913.1122.fits,447,347.777,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1122.1ds.csv
135,1030,59105.762770769295,1526.225,15.462,2579.355,Sun_200913.1123.fits,450,95.666,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1123.1ds.csv
136,1031,59105.76538651557,1636.626,12.390999999999998,2632.09,Sun_200913.1125.fits,449,95.962,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1125.1ds.csv
137,1032,59105.767080060046,1700.8029999999999,12.892999999999999,2604.333,Sun_200913.1126.fits,448,95.31700000000001,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1126.1ds.csv
138,1034,59105.777768678425,2998.3190000000004,13.046,2551.438,Sun_200913.1128.fits,447,206.02599999999998,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1128.1ds.csv
139,1035,59105.77975595336,7230.314,13.737,2535.36,Sun_200913.1129.fits,448,120.178,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1129.1ds.csv
140,1036,59105.78156795455,-862.6030000000001,13.073,2674.813,Sun_200913.1130.fits,447,101.681,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1130.1ds.csv
141,1037,59105.783295226414,846.064,25.73,2547.045,Sun_200913.1131.fits,447,96.306,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1131.1ds.csv
142,1038,59105.78500129309,1580.007,12.025,2535.1679999999997,Sun_200913.1132.fits,447,99.794,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1132.1ds.csv
143,1039,59105.78777886782,1229.396,12.425,2561.2960000000003,Sun_200913.1134.fits,449,95.125,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1134.1ds.csv
144,1040,59105.78948469464,1322.3310000000001,13.368,2555.799,Sun_200913.1135.fits,447,95.145,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1135.1ds.csv
145,1042,59105.79306802122,2602.5860000000002,13.222000000000001,2533.61,Sun_200913.1137.fits,448,99.031,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1137.1ds.csv
146,1043,59105.79479203454,996.28,15.130999999999998,2579.7929999999997,Sun_200913.1138.fits,450,95.785,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1138.1ds.csv
147,1044,59105.79646507679,1235.731,18.752,2575.769,Sun_200913.1139.fits,447,95.58,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1139.1ds.csv
148,1046,59105.80307381884,1385.47,14.059000000000001,2558.2889999999998,Sun_200913.1141.fits,449,99.07700000000001,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1141.1ds.csv
149,1047,59105.80479866473,1031.031,15.639000000000001,2574.487,Sun_200913.1142.fits,448,96.79700000000001,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1142.1ds.csv
150,1048,59105.806505904286,1042.828,10.583,2543.835,Sun_200913.1143.fits,447,96.73899999999999,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1143.1ds.csv
151,1049,59105.80830386704,1661.569,12.626,2550.69,Sun_200913.1144.fits,446,111.836,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1144.1ds.csv
152,1050,59105.81100260591,1245.107,12.604000000000001,2569.283,Sun_200913.1146.fits,447,98.64399999999999,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1146.1ds.csv
153,1051,59105.81272731062,1155.3410000000001,11.703,2569.192,Sun_200913.1147.fits,449,98.10799999999999,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1147.1ds.csv
154,1052,59105.814461891205,1127.4660000000001,11.431,2562.32,Sun_200913.1148.fits,447,97.61399999999999,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1148.1ds.csv
155,1053,59105.816151314364,1321.0929999999998,13.356,2605.636,Sun_200913.1149.fits,449,98.315,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1149.1ds.csv
156,1054,59105.817864492776,1194.618,12.088,2596.846,Sun_200913.1150.fits,449,97.986,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1150.1ds.csv
157,1056,59105.82260313725,18983.199,13.577,2470.528,Sun_200913.1152.fits,449,294.624,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1152.1ds.csv
158,1057,59105.828442649814,-7201.408,35.191,425.164,Sun_200913.1153.fits,180,600.003,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1153.1ds.csv
159,1059,59105.845443563674,-11236.361,126.45299999999999,34.81,Sun_200913.1156.fits,58,600.003,1.0000000011083001,ThAr,chromatic,5,/Volumes/solar_extracted/extracted/web/2020/200913_solar/Sun_200913.1156.1ds.csv
